AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Sex,Intact,hasName,Mix,isOneColored
A702478,,2015-05-17 18:26:00,Transfer,Partner,Dog,Intact Female,120,Pit Bull Mix,Blue/White,Female,1,0,1,0
A677907,Super,2014-05-01 11:29:00,Return_to_owner,,Dog,Neutered Male,1460,Jack Russell Terrier/Miniature Schnauzer,White/Brown,Male,0,1,0,0
A698335,Sam,2016-01-18 19:38:00,Adoption,,Dog,Neutered Male,3650,Labrador Retriever Mix,Brown,Male,0,1,1,1
A689171,,2014-09-30 15:48:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Orange Tabby,Male,1,0,1,1
A711779,Jellie,2015-09-20 13:21:00,Adoption,,Dog,Spayed Female,365,Chihuahua Shorthair Mix,White/Black,Female,0,1,1,0
A666306,Pearl,2013-11-29 16:08:00,Transfer,Partner,Dog,Spayed Female,2920,Chihuahua Longhair Mix,White/Brown,Female,0,1,1,0
A713969,Moon Cat,2015-10-21 13:44:00,Transfer,Partner,Cat,Intact Female,4380,Domestic Shorthair Mix,Blue Tabby,Female,1,1,1,1
A702749,,2015-05-17 14:55:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Orange Tabby,NaN,NaN,0,1,1
A714335,Milonia,2015-11-02 17:35:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Black,Female,1,1,1,1
A686528,Jax,2014-09-07 16:02:00,Adoption,,Dog,Neutered Male,1460,Pit Bull Mix,Blue/White,Male,0,1,1,0
A687552,,2014-09-10 17:16:00,Adoption,,Dog,Neutered Male,300,Miniature Pinscher Mix,Black/Tan,Male,0,0,1,0
A699376,,2015-03-26 15:56:00,Died,Enroute,Cat,Neutered Male,730,Domestic Longhair Mix,Black/White,Male,0,0,1,0
A720820,,2016-02-16 18:55:00,Transfer,SCRP,Cat,Intact Female,0,Domestic Shorthair Mix,Brown Tabby,Female,1,0,1,1
A690213,Blue,2014-10-19 17:42:00,Adoption,,Dog,Spayed Female,365,Pit Bull Mix,Blue/White,Female,0,1,1,0
A688910,Jenna,2014-09-26 14:15:00,Return_to_owner,,Dog,Spayed Female,1095,Labrador Retriever,Yellow,Female,0,1,1,1
A683804,L.J.,2014-07-15 19:50:00,Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby/White,Female,1,1,1,0
A688087,,2014-09-20 08:42:00,Transfer,Partner,Cat,Intact Male,30,Siamese Mix,Lynx Point,Male,1,0,1,1
A667177,Tigre,2015-06-03 14:55:00,Euthanasia,Aggressive,Dog,Neutered Male,1825,Pit Bull Mix,Brown Brindle/White,Male,0,1,1,0
A354597,Ariel,2014-06-03 12:30:00,Adoption,,Cat,Spayed Female,3650,Maine Coon Mix,Brown Tabby,Female,0,1,1,1
A606120,Archie,2013-10-05 14:34:00,Euthanasia,Behavior,Dog,Neutered Male,1460,Pit Bull Mix,Blue/White,Male,0,1,1,0
A644852,B,2014-01-25 11:22:00,Adoption,Foster,Cat,Spayed Female,3285,Domestic Shorthair Mix,Black,Female,0,1,1,1
A681826,Adelaide,2014-09-11 13:32:00,Adoption,,Dog,Spayed Female,730,Australian Cattle Dog Mix,Black/White,Female,0,1,1,0
A455146,Ruby,2015-02-07 11:10:00,Transfer,Partner,Dog,Spayed Female,3650,Rottweiler/Labrador Retriever,Black/Brown,Female,0,1,0,0
A675423,Terra,2014-03-28 11:44:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Blue,Female,1,1,1,1
A609206,Baby,2015-09-19 15:52:00,Adoption,,Dog,Spayed Female,1460,Labrador Retriever/Great Pyrenees,Tan,Female,0,1,0,1
A699219,Valentine,2015-04-01 16:04:00,Return_to_owner,,Dog,Spayed Female,1095,Anatol Shepherd Mix,Tan/White,Female,0,1,1,0
A666985,Grace,2013-11-15 14:55:00,Transfer,Partner,Dog,Spayed Female,180,Dachshund/Rat Terrier,Brown/White,Female,0,1,0,0
A669191,Echo,2013-12-21 15:54:00,Transfer,Partner,Dog,Intact Female,60,American Pit Bull Terrier Mix,Tan,Female,1,1,1,1
A700842,Gizzy,2015-04-21 13:09:00,Return_to_owner,,Dog,Intact Male,4380,Yorkshire Terrier Mix,Brown/Black,Male,1,1,1,0
A529648,Bruno,2015-09-06 18:13:00,Return_to_owner,,Dog,Neutered Male,3285,Miniature Pinscher,Black/Tan,Male,0,1,1,0
A666925,Ella,2013-11-13 17:36:00,Adoption,,Dog,Spayed Female,330,Miniature Poodle Mix,White,Female,0,1,1,1
A715028,Sasha,2015-11-02 12:29:00,Euthanasia,Suffering,Cat,Intact Female,365,Siamese Mix,White,Female,1,1,1,1
A666388,Tiger,2013-11-04 12:12:00,Return_to_owner,,Cat,Neutered Male,1825,Domestic Shorthair Mix,Orange Tabby/White,Male,0,1,1,0
A684122,Mitch,2014-07-20 13:38:00,Return_to_owner,,Dog,Neutered Male,4380,Standard Schnauzer Mix,Gray,Male,0,1,1,1
A679119,Renee,2014-05-20 17:33:00,Adoption,,Cat,Spayed Female,60,Manx Mix,Brown Tabby,Female,0,1,1,1
A675125,,2014-03-23 16:18:00,Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair Mix,Blue Tabby,Female,1,0,1,1
A720221,Heidi,2016-02-05 14:37:00,Return_to_owner,,Dog,Spayed Female,730,Labrador Retriever Mix,White/Red,Female,0,1,1,0
A686330,,2014-08-21 09:00:00,Transfer,SCRP,Cat,Unknown,150,Domestic Shorthair Mix,Orange Tabby/White,NaN,NaN,0,1,0
A700136,,2015-04-18 14:22:00,Died,In Foster,Cat,Intact Male,28,Domestic Shorthair Mix,Brown Tabby,Male,1,0,1,1
A670075,Cat,2014-01-16 13:49:00,Return_to_owner,,Cat,Spayed Female,2190,Maine Coon Mix,Brown Tabby,Female,0,1,1,1
A690530,Bruno,2014-10-30 16:35:00,Return_to_owner,,Dog,Neutered Male,730,Rottweiler Mix,Black/Brown,Male,0,1,1,0
A709328,,2015-08-07 14:19:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,White/Black,NaN,NaN,0,1,0
A718401,,2016-01-02 12:09:00,Transfer,Partner,Dog,Intact Male,60,Labrador Retriever Mix,Black/White,Male,1,0,1,0
A716318,,2015-12-30 12:43:00,Euthanasia,Suffering,Dog,Intact Female,730,Pit Bull Mix,Brown/White,Female,1,0,1,0
A708815,Clark,2015-10-10 13:55:00,Transfer,Partner,Dog,Neutered Male,365,Chihuahua Shorthair Mix,White/Brown,Male,0,1,1,0
A619960,Mambo,2013-10-27 18:22:00,Euthanasia,Suffering,Cat,Neutered Male,2190,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A692430,Bailey,2014-11-24 17:27:00,Return_to_owner,,Dog,Intact Male,2920,Labrador Retriever Mix,Yellow,Male,1,1,1,1
A707866,,2015-07-19 14:25:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Black/White,NaN,NaN,0,1,0
A694441,Perdita,2015-01-02 16:57:00,Adoption,,Dog,Spayed Female,730,Dalmatian,White/Black,Female,0,1,1,0
A671346,Kayla,2014-01-23 11:16:00,Return_to_owner,,Dog,Spayed Female,1095,Jack Russell Terrier Mix,Red Merle/White,Female,0,1,1,0
A680531,Sylvie,2014-06-09 15:48:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Black,Female,1,1,1,1
A669268,,2014-01-04 17:58:00,Adoption,Foster,Dog,Spayed Female,60,Labrador Retriever/Pit Bull,Black/White,Female,0,0,0,0
A688032,Denali,2014-09-28 16:25:00,Adoption,,Dog,Neutered Male,365,Border Collie Mix,White/Brown,Male,0,1,1,0
A695355,Hank,2015-01-19 17:06:00,Adoption,,Dog,Neutered Male,365,American Foxhound/Labrador Retriever,Tricolor,Male,0,1,0,1
A701758,Zeus,2015-05-31 18:53:00,Adoption,,Dog,Neutered Male,730,Catahoula/American Bulldog,White/Brown,Male,0,1,0,0
A690538,Chelsea,2014-10-30 11:19:00,Adoption,,Dog,Spayed Female,90,Maltese Mix,White/Tan,Female,0,1,1,0
A706652,Midnight,2015-07-17 14:18:00,Transfer,Partner,Cat,Spayed Female,1460,Domestic Shorthair Mix,Black,Female,0,1,1,1
A698311,Jinx,2015-03-28 15:45:00,Adoption,,Cat,Spayed Female,365,Domestic Shorthair Mix,Blue Tabby,Female,0,1,1,1
A665885,Talulah,2013-10-25 16:55:00,Return_to_owner,,Dog,Spayed Female,300,Australian Cattle Dog Mix,Tricolor,Female,0,1,1,1
A539175,Jabon,2013-10-25 14:51:00,Return_to_owner,,Dog,Neutered Male,1825,Chihuahua Shorthair Mix,Black,Male,0,1,1,1
A683659,,2014-07-16 09:00:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Medium Hair Mix,Black/White,Female,1,0,1,0
A703776,Soraya,2015-06-15 15:38:00,Transfer,Partner,Cat,Spayed Female,730,Domestic Medium Hair Mix,Brown Tabby,Female,0,1,1,1
A662532,Sunflower,2013-11-18 17:29:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair Mix,Orange Tabby/White,Female,0,1,1,0
A692873,Degas,2014-12-23 11:16:00,Adoption,,Cat,Neutered Male,30,Domestic Shorthair Mix,Blue Tabby/White,Male,0,1,1,0
A702918,,2015-05-19 15:31:00,Euthanasia,Suffering,Cat,Intact Female,730,Domestic Shorthair Mix,White,Female,1,0,1,1
A609622,Cory,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed Female,2920,Chihuahua Shorthair/Wire Hair Fox Terrier,Gold,Female,0,1,0,1
A715804,Frump,2015-11-16 13:34:00,Transfer,Partner,Dog,Neutered Male,730,Chihuahua Longhair Mix,Brown/White,Male,0,1,1,0
A687515,Dinah,2014-09-07 18:30:00,Adoption,,Cat,Spayed Female,90,Domestic Shorthair Mix,Orange Tabby,Female,0,1,1,1
A710921,Daisy,2015-08-30 15:01:00,Return_to_owner,,Dog,Spayed Female,4380,Miniature Schnauzer Mix,Gray,Female,0,1,1,1
A706036,,2015-06-24 11:43:00,Transfer,Partner,Cat,Unknown,6,Domestic Shorthair Mix,White/Brown Tabby,NaN,NaN,0,1,0
A673860,,2014-03-03 18:40:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Black/White,Male,1,0,1,0
A688631,,2014-09-22 09:00:00,Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair Mix,Black,NaN,NaN,0,1,1
A702029,Gogo,2015-05-09 17:00:00,Return_to_owner,,Dog,Spayed Female,1095,Chihuahua Shorthair Mix,Black/Tan,Female,0,1,1,0
A668781,Coco,2013-12-17 16:40:00,Return_to_owner,,Dog,Spayed Female,1460,American Pit Bull Terrier Mix,Brown/White,Female,0,1,1,0
A703585,Willow,2015-08-04 14:15:00,Adoption,Foster,Cat,Spayed Female,90,Balinese Mix,Lynx Point,Female,0,1,1,1
A706570,,2015-07-03 13:58:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Calico,Female,1,0,1,1
A690119,Maddie,2014-10-17 18:29:00,Return_to_owner,,Dog,Spayed Female,270,Miniature Schnauzer Mix,Gray/White,Female,0,1,1,0
A711382,,2015-09-07 09:00:00,Transfer,SCRP,Cat,Intact Male,240,Domestic Shorthair Mix,Brown Tabby/White,Male,1,0,1,0
A689178,,2014-10-04 17:31:00,Adoption,,Dog,Neutered Male,240,Dachshund Mix,Tan/White,Male,0,0,1,0
A694365,Luna,2015-01-01 13:54:00,Adoption,,Dog,Spayed Female,730,Australian Cattle Dog Mix,Blue Merle,Female,0,1,1,1
A666355,,2013-11-02 14:00:00,Transfer,SCRP,Cat,Intact Male,180,Domestic Shorthair Mix,White/Black,Male,1,0,1,0
A664890,Billy,2013-10-15 15:58:00,Return_to_owner,,Dog,Neutered Male,730,Dachshund/English Bulldog,Brown,Male,0,1,0,1
A706511,Pabst,2015-07-08 19:16:00,Transfer,Partner,Dog,Intact Male,365,Chihuahua Shorthair Mix,Tan/Black,Male,1,1,1,0
A711276,,2015-09-08 16:55:00,Adoption,,Dog,Spayed Female,60,Chihuahua Shorthair/Beagle,Brown/White,Female,0,0,0,0
A713043,Tinkerbelle,2015-10-16 17:11:00,Transfer,Partner,Dog,Intact Female,1095,Chihuahua Longhair Mix,White/Black,Female,1,1,1,0
A718882,,2016-01-20 18:59:00,Transfer,SCRP,Cat,Spayed Female,365,Domestic Shorthair Mix,Black,Female,0,0,1,1
A679632,,2014-05-24 14:06:00,Transfer,Partner,Dog,Intact Female,150,Labrador Retriever Mix,Black/White,Female,1,0,1,0
A714959,Lola,2015-11-03 16:45:00,Adoption,,Dog,Spayed Female,120,Chihuahua Shorthair Mix,Tan,Female,0,1,1,1
A700702,Daisy,2015-04-24 11:23:00,Adoption,,Cat,Spayed Female,730,Domestic Shorthair Mix,Calico/Tricolor,Female,0,1,1,0
A713369,,2015-11-13 11:54:00,Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair Mix,White/Blue,Male,1,0,1,0
A709400,Cooper,2015-08-13 18:31:00,Adoption,,Dog,Neutered Male,730,Labrador Retriever Mix,Brown,Male,0,1,1,1
A700791,Hobbes,2015-06-13 16:50:00,Adoption,Foster,Cat,Neutered Male,2190,Maine Coon Mix,Orange Tabby/White,Male,0,1,1,0
A682169,Jinx,2014-07-08 17:21:00,Return_to_owner,,Dog,Neutered Male,2920,Labrador Retriever Mix,Brown,Male,0,1,1,1
A667892,Chai,2013-11-25 16:46:00,Return_to_owner,,Dog,Spayed Female,365,Cairn Terrier Mix,Tan,Female,0,1,1,1
A699401,Banjo,2015-03-27 11:15:00,Return_to_owner,,Dog,Neutered Male,2920,Basset Hound,Tricolor,Male,0,1,1,1
A700607,,2015-04-18 17:21:00,Adoption,,Dog,Neutered Male,60,Black Mouth Cur Mix,Brown/White,Male,0,0,1,0
A692964,,2014-12-05 18:29:00,Adoption,Foster,Dog,Spayed Female,30,Australian Cattle Dog Mix,White/Black,Female,0,0,1,0
A680437,,2014-06-13 16:19:00,Transfer,Partner,Dog,Intact Male,365,Bichon Frise Mix,White,Male,1,0,1,1
A666541,Ebbie,2013-11-08 14:46:00,Transfer,SCRP,Cat,Intact Female,2190,Domestic Shorthair Mix,Blue Tabby,Female,1,1,1,1
A680479,Magpie,2014-06-22 18:50:00,Adoption,,Dog,Spayed Female,365,Boxer Mix,Black/White,Female,0,1,1,0
A676634,Kasami,2014-04-18 14:19:00,Transfer,Partner,Cat,Spayed Female,1460,Domestic Shorthair Mix,Black,Female,0,1,1,1
A714829,,2015-11-13 13:42:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair Mix,Brown Tabby,Male,1,0,1,1
A664257,Pippin,2013-10-24 13:31:00,Adoption,Foster,Dog,Spayed Female,1460,Podengo Pequeno Mix,Black,Female,0,1,1,1
A688231,,2014-10-06 16:43:00,Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair Mix,Black,Male,0,0,1,1
A658799,Boi,2015-01-28 16:23:00,Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair Mix,Black,Male,0,1,1,1
A719129,Wesson,2016-01-18 18:27:00,Adoption,,Dog,Neutered Male,365,Australian Shepherd Mix,Tricolor,Male,0,1,1,1
A523114,Amy,2015-04-26 13:53:00,Return_to_owner,,Dog,Spayed Female,2555,Golden Retriever/Brittany,Red,Female,0,1,0,1
A668358,,2013-12-03 15:46:00,Transfer,SCRP,Cat,Neutered Male,365,Domestic Shorthair Mix,Black,Male,0,0,1,1
A664686,Rock,2013-10-09 13:46:00,Euthanasia,Suffering,Dog,Intact Male,730,Chihuahua Shorthair Mix,Black/Black,Male,1,1,1,0
A688868,Tony,2014-09-29 16:51:00,Transfer,Partner,Dog,Neutered Male,90,Pit Bull Mix,Brown Brindle,Male,0,1,1,1
A672383,Yayo,2014-02-15 11:43:00,Euthanasia,Aggressive,Dog,Intact Male,365,Pit Bull/Chinese Sharpei,White/Blue Cream,Male,1,1,0,0
A715515,Emma,2016-01-12 17:45:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair Mix,Tortie,Female,0,1,1,1
A690421,Big Boy,2014-10-29 11:04:00,Return_to_owner,,Dog,Neutered Male,1460,Beagle Mix,Tan/White,Male,0,1,1,0
A713278,Jewel,2015-10-13 14:30:00,Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair Mix,Torbie,Female,0,1,1,1
A697810,Sparrow,2015-05-05 19:05:00,Adoption,,Dog,Neutered Male,365,Australian Kelpie/Finnish Spitz,Red/White,Male,0,1,0,0
A676730,Macbeth,2014-07-12 12:00:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Orange Tabby,Male,0,1,1,1
A669980,Sarah,2014-01-20 23:38:00,Transfer,Partner,Dog,Spayed Female,2920,Chihuahua Shorthair Mix,Red,Female,0,1,1,1
A699399,Nadda,2015-03-27 11:15:00,Return_to_owner,,Cat,Spayed Female,730,Domestic Shorthair Mix,Torbie/White,Female,0,1,1,0
A720463,,2016-02-11 08:04:00,Euthanasia,Rabies Risk,Cat,Neutered Male,1095,Domestic Shorthair Mix,Orange Tabby/White,Male,0,0,1,0
A719483,Babs,2016-01-23 16:01:00,Transfer,Partner,Dog,Intact Female,30,Labrador Retriever Mix,Yellow,Female,1,1,1,1
A666617,Sasha,2015-07-01 18:33:00,Return_to_owner,,Dog,Spayed Female,730,Pit Bull Mix,Chocolate/White,Female,0,1,1,0
A721076,,2016-02-20 16:37:00,Euthanasia,Suffering,Dog,Intact Male,0,Toy Poodle Mix,White,Male,1,0,1,1
A706449,,2015-06-29 12:01:00,Transfer,Partner,Dog,Unknown,90,Border Collie Mix,White/Brown,NaN,NaN,0,1,0
A669545,Midnight,2013-12-23 18:37:00,Adoption,,Dog,Neutered Male,60,Labrador Retriever/German Shepherd,Black,Male,0,1,0,1
A681158,Baby Cow,2014-06-17 17:01:00,Adoption,,Dog,Spayed Female,1460,Chihuahua Shorthair Mix,Tricolor,Female,0,1,1,1
A712560,Cocoa,2015-10-16 16:57:00,Adoption,,Dog,Spayed Female,365,Pit Bull Mix,Brown,Female,0,1,1,1
A716569,,2015-11-25 20:19:00,Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair Mix,Black/White,Male,1,0,1,0
A668688,Carrie,2013-12-12 11:30:00,Transfer,Partner,Dog,Intact Female,330,Chihuahua Shorthair Mix,Fawn/White,Female,1,1,1,0
A665883,Betty,2013-10-28 15:49:00,Transfer,Partner,Dog,Intact Female,365,Chihuahua Shorthair Mix,White/Tan,Female,1,1,1,0
A671306,Chedder,2014-04-05 13:20:00,Adoption,,Cat,Neutered Male,210,Domestic Longhair Mix,Orange Tabby,Male,0,1,1,1
A696681,,2015-02-10 12:16:00,Transfer,Partner,Dog,Unknown,365,Chihuahua Shorthair Mix,Brown,NaN,NaN,0,1,1
A674151,Sookie,2014-03-17 17:19:00,Adoption,,Dog,Spayed Female,365,Miniature Pinscher Mix,Black/Tan,Female,0,1,1,0
A705927,Little Eddie,2015-06-30 17:41:00,Adoption,,Cat,Spayed Female,60,Domestic Medium Hair Mix,Tortie,Female,0,1,1,1
A661639,Achilles,2015-07-08 19:05:00,Return_to_owner,,Dog,Neutered Male,730,German Shepherd Mix,Brown,Male,0,1,1,1
A695649,Star,2015-01-22 17:14:00,Return_to_owner,,Cat,Spayed Female,150,Domestic Shorthair Mix,White/Blue,Female,0,1,1,0
A690644,Bella,2014-10-26 16:31:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair,Black,Female,0,1,1,1
A703170,Pepper,2015-06-19 12:28:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair Mix,Black,Female,0,1,1,1
A711406,,2015-09-07 14:45:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Blue,Male,1,0,1,1
A702960,,2015-05-19 17:00:00,Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair Mix,Black,Female,1,0,1,1
A687248,Tiki,2014-09-03 13:51:00,Transfer,Partner,Dog,Spayed Female,365,Miniature Schnauzer/Miniature Poodle,Gray,Female,0,1,0,1
A693506,Maggie,2014-12-10 11:37:00,Return_to_owner,,Dog,Spayed Female,365,Pit Bull Mix,Blue/White,Female,0,1,1,0
A714568,,2015-10-29 18:45:00,Adoption,,Dog,Neutered Male,730,Dachshund Wirehair/Chihuahua Shorthair,Tricolor,Male,0,0,0,1
A709946,Aleman,2015-08-22 19:18:00,Adoption,,Dog,Neutered Male,365,German Shepherd/Siberian Husky,White/Black,Male,0,1,0,0
A682728,Bear,2014-07-19 17:10:00,Adoption,,Dog,Neutered Male,365,Siberian Husky/German Shepherd,Red/White,Male,0,1,0,0
A673944,,2014-03-07 11:01:00,Euthanasia,Suffering,Cat,Neutered Male,1460,Domestic Shorthair Mix,Orange Tabby,Male,0,0,1,1
A687675,Keegan,2014-09-13 14:54:00,Adoption,,Dog,Neutered Male,365,Australian Cattle Dog Mix,Brown/White,Male,0,1,1,0
A689515,Judy,2016-02-04 16:58:00,Adoption,Foster,Dog,Spayed Female,1095,Pit Bull Mix,Tan/White,Female,0,1,1,0
A697891,Velvet,2015-03-16 17:38:00,Adoption,Foster,Dog,Spayed Female,365,Chihuahua Shorthair Mix,Black,Female,0,1,1,1
A715555,Deanna,2015-11-18 13:18:00,Adoption,,Cat,Spayed Female,120,Domestic Shorthair Mix,Calico,Female,0,1,1,1
A681216,Darby,2014-06-16 19:22:00,Adoption,,Dog,Spayed Female,90,Labrador Retriever/Catahoula,Brown Brindle/White,Female,0,1,0,0
A671586,Chico,2014-03-30 12:03:00,Adoption,,Dog,Neutered Male,120,Dachshund,Brown,Male,0,1,1,1
A695345,Lacey,2015-05-04 13:53:00,Euthanasia,Aggressive,Dog,Spayed Female,1095,Dalmatian/Australian Cattle Dog,White/Black,Female,0,1,0,0
A674587,Dash,2014-04-18 19:06:00,Adoption,,Dog,Intact Male,2920,Chihuahua Shorthair Mix,Brown/Gray,Male,1,1,1,0
A670708,Curtis,2014-01-29 15:07:00,Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair Mix,Black,Male,0,1,1,1
A699553,Sonny,2015-05-08 15:37:00,Adoption,,Cat,Neutered Male,3285,Domestic Medium Hair Mix,Orange Tabby,Male,0,1,1,1
A565188,Dora,2013-10-21 17:11:00,Return_to_owner,,Dog,Spayed Female,2190,Pug,Black,Female,0,1,1,1
A695286,Bones,2015-01-17 18:22:00,Adoption,,Dog,Neutered Male,60,Labrador Retriever Mix,Black,Male,0,1,1,1
A700663,Zeke,2015-09-02 14:59:00,Transfer,Partner,Dog,Neutered Male,730,Labrador Retriever Mix,Black/White,Male,0,1,1,0
A700488,El Titi,2015-04-16 12:38:00,Return_to_owner,,Dog,Neutered Male,2190,Chihuahua Shorthair Mix,Tan,Male,0,1,1,1
A678414,Jesse,2014-05-13 16:58:00,Adoption,,Dog,Neutered Male,1460,Miniature Poodle Mix,White,Male,0,1,1,1
A688061,,2014-09-18 18:35:00,Adoption,,Dog,Spayed Female,60,German Shepherd,Black/Brown,Female,0,0,1,0
A665325,,2013-10-16 16:20:00,Transfer,Partner,Dog,Intact Female,90,Pit Bull Mix,Black/White,Female,1,0,1,0
A683242,Gill,2014-08-02 17:05:00,Return_to_owner,,Cat,Neutered Male,365,Domestic Shorthair Mix,Blue/White,Male,0,1,1,0
A676728,Macduff,2014-07-12 20:15:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Orange Tabby,Male,0,1,1,1
A715954,,2015-11-12 15:10:00,Euthanasia,Suffering,Dog,Intact Male,365,Pit Bull Mix,Black,Male,1,0,1,1
A719786,Lady,2016-02-06 17:32:00,Adoption,,Dog,Spayed Female,730,Pit Bull Mix,Blue,Female,0,1,1,1
A711798,Ollie,2015-09-20 16:14:00,Transfer,Partner,Dog,Neutered Male,150,Rat Terrier Mix,White/Black,Male,0,1,1,0
A710040,Lopez,2015-09-12 14:04:00,Transfer,Partner,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Black/White,Male,0,1,1,0
A691266,Horatio,2015-05-05 09:37:00,Adoption,Foster,Dog,Neutered Male,330,Beagle/Chihuahua Shorthair,Tan/White,Male,0,1,0,0
A690049,Peanut,2014-10-14 17:54:00,Return_to_owner,,Dog,Spayed Female,730,Pomeranian Mix,Red/White,Female,0,1,1,0
A679397,,2014-05-25 12:04:00,Transfer,Partner,Dog,Intact Male,30,German Shepherd/Cardigan Welsh Corgi,Tricolor,Male,1,0,0,1
A674356,Cali,2014-03-26 11:15:00,Transfer,Partner,Cat,Spayed Female,300,Domestic Shorthair Mix,Tortie,Female,0,1,1,1
A697255,Cammy,2015-12-09 09:13:00,Adoption,Foster,Cat,Spayed Female,730,Domestic Shorthair Mix,Black/White,Female,0,1,1,0
A696966,Farrah,2015-12-17 15:31:00,Adoption,Foster,Dog,Spayed Female,730,English Coonhound Mix,Red/White,Female,0,1,1,0
A702643,Buddy,2015-05-31 18:59:00,Adoption,,Dog,Neutered Male,1460,Labrador Retriever Mix,Yellow,Male,0,1,1,1
A712217,,2015-09-23 16:45:00,Transfer,Partner,Dog,Neutered Male,330,Maltese Mix,White,Male,0,0,1,1
A701333,,2015-04-27 18:52:00,Transfer,Partner,Cat,Unknown,3,Domestic Shorthair Mix,Black/White,NaN,NaN,0,1,0
A658976,Misty,2013-11-14 16:06:00,Transfer,Partner,Cat,Spayed Female,120,Domestic Shorthair Mix,Black,Female,0,1,1,1
A708772,,2015-08-01 09:00:00,Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair Mix,Orange Tabby,Male,1,0,1,1
A692942,Popcornpeter,2015-12-29 13:54:00,Return_to_owner,,Dog,Neutered Male,365,Great Pyrenees Mix,White,Male,0,1,1,1
A684554,Cupcake,2014-07-29 16:21:00,Adoption,,Dog,Spayed Female,120,Boxer Mix,Brown/White,Female,0,1,1,0
A712493,Iris,2015-12-05 15:45:00,Euthanasia,Suffering,Cat,Spayed Female,1825,Domestic Longhair Mix,Black,Female,0,1,1,1
A681364,,2014-06-19 17:38:00,Adoption,,Dog,Neutered Male,60,Labrador Retriever Mix,Black,Male,0,0,1,1
A698504,,2015-03-13 09:00:00,Transfer,SCRP,Cat,Intact Female,1095,Domestic Medium Hair Mix,Blue Tabby/White,Female,1,0,1,0
A716544,Halle,2015-11-24 17:10:00,Transfer,Partner,Cat,Intact Female,30,Snowshoe Mix,Blue Point/White,Female,1,1,1,0
A703605,Karis,2015-07-18 16:10:00,Adoption,,Cat,Spayed Female,60,Domestic Medium Hair Mix,Blue Tabby/White,Female,0,1,1,0
A708841,Reba,2015-10-01 12:09:00,Transfer,Partner,Cat,Spayed Female,60,Domestic Shorthair,Brown Tabby/White,Female,0,1,1,0
A682969,Lizzie,2014-07-21 15:59:00,Adoption,,Dog,Spayed Female,60,Dachshund Mix,Black/Tan,Female,0,1,1,0
A683245,X,2014-07-24 12:47:00,Transfer,Partner,Cat,Neutered Male,2190,Domestic Shorthair Mix,Cream Tabby,Male,0,1,1,1
A666302,Spencer,2013-10-31 12:10:00,Return_to_owner,,Dog,Neutered Male,3285,Australian Shepherd Mix,Black/Tricolor,Male,0,1,1,0
A693293,,2014-12-05 13:33:00,Euthanasia,Suffering,Dog,Intact Male,2920,Labrador Retriever Mix,Black/Black,Male,1,0,1,0
A678276,,2014-05-06 15:13:00,Euthanasia,Suffering,Cat,Spayed Female,1095,Domestic Shorthair Mix,Calico,Female,0,0,1,1
A706690,,2015-08-28 13:12:00,Adoption,Foster,Dog,Neutered Male,60,Labrador Retriever Mix,Black,Male,0,0,1,1
